63.2742 S, 115.9766 W
34.6644 S, 106.2294 E
64.0674 N, 174.8719 W
54.3264 N, 47.4921 E
21.0258 N, 125.0064 E
31.1016 S, 112.0756 W
68.0677 S, 134.9774 E
53.6857 S, 44.6238 W
62.3818 S, 2.2024 W
17.9127 N, 24.4109 W
11.7288 N, 141.8654 W
6.9676 S, 105.7689 W
86.6397 S, 35.4771 W
72.6594 N, 79.7577 E
26.9242 S, 176.3682 E
13.3731 N, 54.7751 W
79.5375 S, 87.5531 E
20.6184 N, 24.2887 W
38.6831 S, 68.6941 W
23.7782 N, 114.6694 W
0.1944 S, 84.2301 W
19.3395 S, 108.9794 E
25.4067 S, 155.5665 W
15.1713 S, 47.3890 W
26.1660 S, 117.6037 W
36.1158 S, 139.9163 E
18.8547 N, 55.5640 E
33.3294 S, 73.3741 E
0.7765 N, 109.9885 W
8.4524 N, 56.7271 W
9.5017 N, 17.0474 W
56.0585 N, 118.2506 W
24.4359 N, 129.7747 E
76.7728 S, 106.1652 E
12.2370 N, 20.3705 W
38.9961 S, 87.0623 E
72.6806 N, 1.3150 E
48.9941 S, 130.1447 E
41.4954 N, 69.5685 W
73.7251 N, 99.1358 W
52.8300 N, 60.6755 E
56.6829 N, 167.5261 W
60.0464 S, 44.8349 W
61.9825 N, 43.4128 W
15.8168 S, 162.3058 E
39.8818 N, 110.1927 E
59.6931 S, 99.7601 E
33.8187 N, 53.1978 W
13.5015 S, 69.0837 W
66.4436 S, 109.0605 E
34.3672 S, 30.0433 E
59.8381 S, 124.1478 E
37.2669 S, 88.3695 W
15.9791 S, 6.3224 W
50.4157 S, 102.8967 W
14.2499 S, 154.2458 W
69.8029 S, 91.8056 W
18.0867 S, 32.7343 E
6.2395 S, 65.7531 E
31.5263 N, 46.1188 W
14.4481 N, 74.8746 E
10.0529 N, 63.7586 E
41.8097 S, 96.3062 E
83.8369 N, 49.7950 W
31.1142 N, 75.0278 E
13.8977 N, 109.6398 E
55.8241 N, 142.0180 E
45.8845 S, 115.2519 E
71.6199 N, 117.5616 E
79.7467 N, 110.9189 E
26.8993 S, 84.4924 W
12.5511 S, 32.9551 W
58.9294 N, 153.6513 E
72.5572 S, 44.3653 E
5.8966 S, 53.5518 W
60.9099 N, 12.3032 W
89.7168 S, 22.3096 E
67.0745 N, 107.6513 E
32.1134 S, 111.4578 W
45.5773 S, 88.6844 W
1.8322 S, 125.1041 W
79.1624 N, 56.2905 W
5.4754 S, 166.0242 E
38.9784 S, 59.4638 E
43.9594 S, 50.6310 E
32.1848 S, 127.7419 E
24.3405 S, 17.3360 W
67.9580 N, 45.9397 W
58.1912 N, 72.9014 W
53.2045 S, 44.4966 E
1.9306 S, 135.1209 E
0.5233 S, 72.5700 W
77.6445 S, 76.0703 E
79.8953 S, 116.9283 W
2.7736 N, 113.9898 E
86.2543 S, 6.7323 W
6.1774 S, 174.7744 E
17.7390 S, 149.4161 W
55.5608 N, 44.0612 E
12.7019 N, 174.6522 E
81.6376 S, 157.1659 E
50.7911 N, 131.7479 E
43.4959 N, 124.1033 W
60.4561 S, 82.8661 W
17.0848 S, 87.5594 W
30.8772 N, 73.1377 W
19.5426 N, 48.1674 E
81.1595 S, 138.8128 W
27.4312 N, 146.3174 E
17.5648 S, 173.1139 W
18.8397 S, 144.4666 E
14.4700 N, 55.3818 W
33.7798 S, 100.8894 E
1.1552 S, 154.7614 E
39.8155 S, 59.4919 W
25.4869 S, 71.0493 E
71.8312 S, 94.6315 W
39.4215 S, 66.4004 E
32.0261 S, 9.1621 W
27.8076 N, 11.7347 E
75.2194 S, 18.5544 W
42.0409 N, 96.3165 E
26.1453 N, 153.6155 E
84.3958 N, 119.6235 E
3.1399 N, 36.2343 W
44.8106 S, 24.6517 W
1.9807 S, 88.2023 W
44.6015 N, 110.2069 E
49.1276 S, 93.9145 W
44.9227 N, 120.3625 W
56.2874 S, 140.3912 E
87.4455 N, 115.6590 E
18.7922 S, 147.5275 W
50.7017 S, 109.3406 W
77.4789 S, 42.5061 E
24.3212 N, 61.1224 W
81.0335 N, 145.2159 W
17.5223 N, 172.1567 W
83.6224 N, 136.0657 E
43.9897 N, 46.0529 E
56.3735 N, 11.8492 E
49.3670 S, 165.0039 E
17.5210 S, 31.0956 E
88.8520 N, 144.7909 E
24.1939 N, 0.4452 E
25.1462 S, 163.0068 W
19.8367 N, 62.4300 E
56.0496 S, 152.1942 W
71.6131 N, 155.1624 W
38.2440 S, 112.2721 W
6.2682 S, 5.4911 W
87.9838 N, 81.1885 W
26.4976 N, 95.6686 E
31.8538 N, 101.5973 E
11.6310 N, 6.7814 W
51.3041 N, 39.8694 E
28.6082 N, 12.8105 E
42.6387 N, 92.3643 E
15.2734 S, 47.6302 W
27.4281 N, 3.0993 E
67.2898 N, 44.2897 E
66.3670 N, 83.6189 W
85.4317 N, 30.0240 W
49.8043 N, 78.8229 W
14.5108 N, 109.5256 E
40.7274 S, 77.6726 E
81.7567 S, 130.0833 E
3.3105 S, 73.4552 W
33.1288 S, 34.9986 E
70.4644 N, 124.3140 E
64.0201 S, 28.7071 W
10.9292 N, 52.2038 W
80.6229 S, 133.8035 E
39.8770 S, 32.5174 W
15.8014 N, 178.1850 E
78.1912 N, 103.7468 W
44.8951 N, 44.4878 W
31.8335 S, 126.0607 W
4.9395 S, 115.7018 W
16.0479 N, 159.1240 E
38.1311 N, 26.1262 W
45.2265 N, 116.7597 W
21.7626 N, 78.6900 W
19.0539 S, 121.8175 E
70.9574 S, 60.1245 W
5.0226 S, 53.7929 W
40.5174 N, 59.4798 W
61.2046 N, 71.8648 E
31.8820 N, 100.5991 W
0.3687 N, 62.6705 W
5.1821 N, 84.2755 W
18.7667 N, 160.0222 E
6.5783 N, 147.2779 E
24.9046 S, 145.9027 E
54.9103 S, 162.3770 W
53.3740 S, 151.2871 W
59.2258 S, 68.4889 E
74.9901 N, 148.3734 W
44.1310 S, 25.4444 W
54.8434 S, 12.6433 E
70.7207 N, 177.2724 E
74.8557 S, 22.5526 E
26.0288 S, 133.0135 E
34.3014 N, 164.1536 E
11.6283 N, 113.7728 E
47.7667 S, 3.6477 W
19.6842 S, 25.2451 W
78.0349 S, 47.9675 W
2.9134 N, 26.2553 E
39.2037 S, 93.6257 E
15.5243 S, 129.0285 W
19.2552 S, 40.9397 W
21.7235 N, 143.8394 W
76.2180 S, 108.7239 E
79.5494 N, 7.9717 W
29.3558 S, 43.5956 W
61.1811 S, 178.4674 W
64.5187 S, 41.7845 W
88.8720 N, 4.4845 W
61.7064 S, 53.6816 E
87.7616 S, 118.3164 E
24.8321 N, 100.0415 W
19.4979 N, 137.1980 W
78.6883 S, 10.1437 W
29.1876 S, 138.0998 W
6.8229 N, 127.9813 W
78.4821 S, 35.8021 W
53.9111 N, 122.6451 E
43.5852 S, 160.1504 W
32.3973 N, 42.4605 E
48.1086 S, 179.9172 W
87.2934 N, 51.1085 E
79.7664 N, 140.5813 E
83.2582 N, 121.6595 E
18.3341 S, 80.8989 E
89.9659 N, 127.0060 E
74.4966 S, 50.2603 E
50.7259 N, 4.8473 W
43.2253 S, 111.9099 W
58.0763 S, 101.4994 E
66.2802 N, 22.5582 W
84.5664 N, 111.9293 E
55.6232 S, 28.1459 E
5.6869 N, 163.2924 E
23.5211 S, 151.6283 W
84.1750 N, 106.7901 E
88.1399 N, 134.6336 W
81.8857 N, 69.8657 W
82.1332 N, 70.1039 E
76.5839 S, 159.4049 W
49.2121 S, 102.1597 W
87.6667 S, 104.9701 E
84.1657 S, 129.8830 E
72.2396 S, 16.9185 E
23.5857 S, 11.5632 W
24.8349 S, 145.5862 W
9.2231 N, 44.4779 W
24.5432 N, 136.8350 E
21.6885 N, 167.5609 E
19.1405 S, 174.3973 W
30.4053 S, 110.4271 W
31.2250 N, 160.5594 E
32.4891 N, 95.6763 E
71.7263 N, 111.2629 W
63.4447 S, 103.0785 E
59.7803 N, 31.2347 W
34.2627 N, 46.1072 W
74.2976 S, 41.2083 E
45.0310 S, 92.9381 W
21.2039 S, 130.2238 W
20.0419 N, 150.2394 W
34.3713 S, 129.4328 E
14.0289 S, 60.3255 E
53.3406 S, 25.4780 E
50.8866 S, 39.7501 W
40.9008 N, 45.3815 E
71.9417 N, 158.3229 W
52.4744 S, 123.1043 E
83.1458 S, 174.3361 E
26.8968 N, 29.5219 E
46.3556 N, 86.6148 W
55.9283 N, 35.5914 E
59.6455 N, 146.5987 E
89.0068 N, 107.2230 E
10.3008 N, 10.7869 E
66.9711 N, 79.8923 E
44.3714 N, 16.5915 W
29.6567 N, 173.2276 E
14.1443 N, 179.5537 E
3.2555 S, 25.5078 W
53.8765 S, 112.5555 E
18.7110 S, 30.8751 W
4.1070 S, 178.7719 W
72.7952 N, 87.8332 W
55.6371 N, 3.6568 W
30.0095 N, 141.7191 W
34.3152 S, 44.1015 E
12.4928 N, 149.3178 E
8.8739 N, 160.7999 W
85.0688 S, 99.8814 E
17.4562 S, 114.5147 W
54.8933 S, 126.5757 W
18.1388 N, 70.4133 W
22.8075 S, 112.0685 E
58.3567 S, 85.0298 E
1.3629 S, 133.9920 E
5.0449 N, 79.2068 E
19.3282 N, 162.7575 E
41.2632 S, 40.4223 E
69.5311 N, 95.8316 E
16.8043 N, 36.8522 E
47.2001 N, 3.5049 E
60.5599 N, 91.3913 W
49.9679 N, 63.8485 W
47.0773 N, 85.3694 E
24.8902 S, 23.9319 W
76.2575 N, 49.8535 W
84.4446 S, 104.7931 E
32.5859 S, 98.7932 E
6.6398 N, 83.7361 E
61.2620 S, 77.8588 W
87.7829 N, 158.7524 W
51.6878 S, 99.3278 W
55.9876 S, 54.9102 W
4.5524 S, 120.6329 E
13.8740 S, 79.5225 E
58.5220 S, 166.5763 W
82.9738 S, 55.6422 W
28.5857 S, 149.6019 E
45.1652 N, 114.2898 E
2.9161 N, 75.4473 E
5.5600 S, 134.0184 W
17.4744 S, 63.7419 E
39.0690 S, 133.1248 W
80.0401 S, 145.9477 E
60.1369 N, 66.2606 W
66.5959 N, 86.6385 W
28.5286 N, 19.4031 W
88.9023 N, 138.0982 W
79.0023 S, 108.9068 W
23.2741 S, 5.6767 E
45.5666 N, 9.0802 E
31.4712 S, 42.6590 E
8.0258 N, 121.3676 E
88.5443 N, 86.4955 W
61.2383 S, 142.7547 W
43.3284 N, 169.2154 E
41.3633 S, 57.1063 W
43.1893 S, 0.5229 E
17.0133 N, 102.7263 E
34.5631 N, 28.8637 W
7.9458 S, 4.9455 E
87.4510 S, 111.2057 E
61.0942 N, 112.3147 W
74.6306 S, 43.2264 E
9.9875 S, 45.3795 W
17.9876 N, 150.8679 E
17.7596 S, 140.7309 E
12.9398 S, 177.0545 E
35.2210 N, 55.8907 E
89.7109 S, 122.4108 W
19.6543 S, 117.3912 E
45.8018 N, 47.7798 E
33.6543 S, 159.8546 E
66.8467 S, 29.5574 W
76.7263 N, 4.5591 E
69.2631 N, 116.8134 W
43.0496 S, 169.3058 W
74.4941 S, 165.1071 W
76.8023 N, 24.4254 E
83.2839 S, 167.9283 E
30.3188 S, 99.6726 E
71.4308 S, 112.2107 E
78.0940 S, 37.2156 W
84.8232 S, 24.7913 E
60.8433 N, 31.9794 W
74.7784 S, 150.5159 W
42.2241 S, 72.3982 W
9.3260 S, 34.2534 E
70.0108 S, 5.1148 E
82.3737 N, 173.1738 E
62.7461 N, 34.9838 E
39.5179 N, 57.4150 E
45.9849 N, 85.9964 W
78.3857 N, 95.3341 W
38.0705 N, 175.8129 E
52.4850 N, 115.5047 W
6.5144 N, 103.4487 E
33.3361 S, 0.6340 E
80.5235 S, 115.7800 W
76.9696 N, 32.7687 E
68.2213 S, 163.8533 W
63.3894 N, 169.3353 E
62.4024 N, 120.3523 E
30.2813 N, 48.6082 E
34.4665 N, 85.2178 E
8.3909 N, 16.8001 W
86.8738 N, 63.2648 W
2.8676 S, 54.6775 E
21.9382 S, 174.6393 W
74.6358 S, 25.3018 E
66.5855 N, 167.1242 W
89.1278 S, 4.1982 E
74.3456 N, 51.9637 W
62.1256 N, 54.8354 W
88.9150 N, 110.1633 E
89.0756 N, 2.5936 E
62.1949 N, 147.7811 W
32.0361 N, 18.4149 E
12.0321 N, 38.4042 E
68.4362 N, 158.9725 E
35.6406 N, 21.8968 E
21.4128 S, 92.0274 W
84.1071 N, 83.0985 E
34.2478 S, 4.0491 E
72.8195 N, 98.2492 W
75.1601 N, 104.8653 W
61.4599 N, 70.7488 E
4.3918 N, 161.7785 W
25.3930 N, 149.0391 W
68.4064 S, 72.8285 E
52.5395 S, 105.7500 E
65.4622 S, 53.8714 E
33.4651 N, 136.9837 E
3.1755 N, 177.2609 W
49.8833 N, 43.8084 W
8.8931 S, 165.5138 E
40.4168 S, 125.7958 W
1.2436 N, 11.9424 W
85.6966 S, 6.2574 E
63.8432 S, 113.0273 W
76.5170 S, 28.8905 W
52.5401 N, 53.6029 W
31.0068 N, 133.6060 E
36.5161 S, 89.3492 E
45.5402 N, 169.4577 W
88.3936 S, 97.1383 W
7.3787 N, 83.1995 E
89.6621 N, 68.9850 E
17.3802 N, 1.7395 E
82.4457 N, 19.7247 E
36.6875 N, 179.4181 E
69.2994 N, 160.6818 W
45.4139 N, 50.2372 W
81.5573 S, 169.5274 W
45.4133 S, 125.8862 W
23.6963 N, 176.7300 W
36.5874 S, 63.6805 W
39.1404 N, 107.9432 W
78.8999 N, 30.0633 W
33.1162 N, 171.8097 E
13.2695 S, 53.6903 E
48.8774 N, 113.2328 E
36.3222 S, 1.8566 E
88.7128 S, 133.0429 W
55.2288 N, 97.1738 E
15.1849 S, 80.5891 E
52.7583 S, 53.8020 W
56.1303 S, 168.5701 W
26.9249 S, 44.1867 E
51.1174 N, 140.0387 E
17.1169 N, 14.8372 W
29.7681 N, 137.8579 E
4.3115 N, 71.0412 E
60.0985 N, 6.4324 W
88.0210 N, 78.3342 W
36.8237 S, 171.3590 E
83.3985 S, 106.5714 W
0.9717 N, 75.3417 E
77.6729 S, 77.5794 E
6.8747 S, 154.3016 E
2.5799 S, 133.8251 W
13.6283 N, 35.6142 W
63.3253 N, 136.9143 W
1.9336 N, 86.3343 E
88.1701 S, 39.0027 W
60.9133 S, 61.1109 W
15.9531 N, 176.4893 E
16.1438 S, 35.5266 E
80.9672 S, 66.9571 E
68.8091 S, 2.0597 E
30.6579 N, 143.0992 W
27.2554 N, 80.6222 E
21.9144 N, 166.1682 W
71.1653 N, 103.5679 E
57.1019 S, 45.1020 W
53.0667 S, 149.5862 W
28.5116 N, 23.2766 W
51.1600 N, 162.1208 E
5.6668 S, 171.6332 E
81.2950 N, 172.3310 E
60.6207 S, 109.6583 E
80.8067 S, 101.9783 W
58.7285 S, 21.6312 W
15.5795 N, 64.3892 E
31.1046 N, 122.3397 W
39.6370 S, 126.7676 W
43.3012 N, 28.2140 W
19.4335 S, 146.6201 W
37.7677 N, 173.5617 E
76.4596 N, 166.6438 W
29.9848 N, 114.6961 E
46.8827 N, 64.4140 E
6.1399 S, 6.1883 E
47.5146 S, 79.2117 W
11.3817 N, 97.0941 W
12.2590 N, 110.8683 E
48.0162 N, 77.1812 W
57.7740 N, 154.2118 W
4.5805 N, 46.0239 E
37.6576 S, 178.9449 W
59.4419 S, 41.5209 E
33.4292 S, 34.7800 E
35.5310 N, 22.6751 W
25.7793 N, 71.1368 W
8.2268 N, 119.2017 E
4.5187 S, 155.4308 W
15.2111 N, 133.6197 W
48.2904 N, 172.8764 E
28.7054 S, 51.8702 E
67.3936 S, 32.2082 W
49.4422 S, 64.1377 W
46.8686 S, 155.5771 W
7.2667 N, 110.3228 W
24.9115 S, 68.4203 W
84.8204 S, 13.2784 E
79.7633 S, 68.7143 E
7.3965 S, 90.9576 W
20.0842 S, 24.9856 E
51.3066 N, 65.0461 E
25.7715 N, 178.5516 W
85.2795 S, 73.5201 W
16.8830 N, 34.1260 W
53.0614 N, 97.6464 E
50.9830 N, 116.5848 E
48.5931 S, 125.9039 E
74.0181 S, 10.3015 E
34.5413 N, 41.4913 E
82.2966 N, 21.0794 E
85.0971 S, 132.4606 E
30.6711 S, 140.8372 W
63.5391 S, 149.6146 E
36.2093 N, 110.6984 W
68.1271 S, 154.6513 E
57.2464 S, 135.4308 W
33.6150 S, 156.2240 W
58.3403 S, 129.5796 W
46.4892 N, 6.2319 E
49.0386 N, 105.2692 E
46.4189 S, 48.8670 W
68.5672 N, 125.3906 W
45.7831 S, 156.3205 W
27.4285 S, 150.2854 W
39.2207 S, 117.3004 W
17.1269 N, 142.7878 W
3.7216 N, 85.0226 W
9.1073 N, 88.7783 E
7.8720 N, 115.0568 W
68.8574 N, 25.8479 W
72.1841 S, 21.3854 W
71.3868 N, 11.9581 W
59.7429 S, 93.8854 W
29.1189 S, 158.9591 E
39.4834 S, 53.4459 W
19.9671 N, 97.2382 E
63.0797 S, 104.6663 E
56.1505 S, 30.9915 W
43.4877 N, 109.1375 E
46.1852 N, 47.5156 W
44.6947 N, 97.5871 E
0.9457 S, 11.6952 E
50.2166 N, 29.8532 E
75.9281 N, 162.2402 E
83.2200 S, 19.1709 W
80.9504 N, 119.1489 W
77.6864 N, 146.5935 W
82.3095 N, 131.3488 E
68.2973 S, 28.9869 W
0.6744 N, 30.7850 E
63.6275 S, 83.4868 W
3.9957 S, 171.7422 W
37.5772 S, 135.8407 W
60.7855 S, 165.9730 W
14.5047 N, 172.5249 E
34.7086 N, 41.2792 W
61.0679 S, 33.0893 E
60.1601 N, 79.8681 W
75.2689 N, 103.3350 E
25.7051 N, 12.1481 W
65.4513 S, 112.2909 E
52.8645 N, 57.9510 E
71.5433 S, 167.5376 E
43.4464 N, 171.4215 E
58.8245 S, 173.3724 W
19.7013 N, 93.8562 E
37.6117 S, 69.3844 W
28.7399 N, 18.4922 E
3.4287 S, 168.2649 E
38.0500 S, 83.6168 E
87.8688 S, 98.6737 W
21.6378 N, 106.6865 W
64.0572 N, 9.2810 W
75.3632 S, 96.5369 E
58.0145 S, 142.7048 E
23.2684 S, 50.6778 E
61.4694 S, 100.0206 E
14.7951 N, 163.1166 W
82.4992 S, 173.2201 E
40.9026 S, 165.8949 W
2.8977 N, 151.6047 W
78.6903 N, 159.4661 W
14.0385 S, 10.9011 W
79.0607 S, 82.5380 E
61.3953 S, 176.7529 W
41.3820 N, 158.6885 E
57.0794 N, 121.8936 W
33.7942 S, 105.4000 E
1.0810 S, 12.4132 E
11.2850 S, 39.9787 W
23.8210 N, 65.2132 W
55.2606 N, 44.0951 E
48.7394 S, 15.6907 W
46.3229 S, 82.9976 E
72.9463 N, 116.4591 W
83.6048 S, 177.1909 E
79.2076 N, 81.4049 E
48.0391 N, 71.7186 W
88.1681 S, 3.2340 W
83.5824 S, 101.4320 E
54.3636 S, 114.3862 E
15.0331 N, 106.4723 W
26.4251 N, 19.5648 W
50.4082 N, 14.4993 W
52.4950 S, 83.8479 W
62.7259 S, 23.6061 E
58.8979 N, 143.4335 W
16.4429 S, 112.2864 W
75.3567 N, 83.5269 W
15.8592 S, 94.5297 W
31.1927 N, 130.3505 W
34.6370 S, 146.7281 E
67.8994 S, 52.1852 W
0.3228 S, 98.7067 E
36.2416 S, 118.6068 W
34.7710 N, 83.7409 E
71.2291 S, 78.7092 E
80.4382 N, 119.9385 W
34.6829 S, 63.1213 W
35.0138 S, 143.2648 W
85.6252 S, 95.3220 W
47.3592 N, 151.8177 E
31.8783 S, 47.9796 E
70.5024 S, 27.2264 E
51.7359 S, 115.6144 W
60.3770 S, 133.5175 E
27.3569 N, 134.6470 E
85.5684 N, 80.5895 E
5.7935 N, 134.9842 W
60.6295 S, 133.3432 E
34.5315 S, 38.1156 W
50.2345 S, 173.3235 E
65.0578 N, 111.9912 E
55.0863 N, 107.2911 E
6.6934 S, 175.6757 E
15.2712 S, 1.8862 E
52.0960 S, 133.7976 E
86.5788 N, 117.2297 E
62.0273 S, 128.0341 E
87.0907 S, 19.4193 E
83.6839 S, 86.9598 W
50.7555 N, 25.6046 W
13.8409 S, 107.3116 E
85.1339 S, 118.3591 W
72.7436 S, 41.8499 W
26.6375 N, 147.7271 W
72.1546 S, 62.1422 W
23.2971 S, 39.5509 W
42.3072 S, 95.5523 E
5.5063 N, 143.7920 E
38.4224 N, 75.7331 E
60.5373 N, 40.4696 E
21.9539 N, 7.4811 E
40.3377 N, 83.8403 W
80.1782 S, 9.4468 W
52.9845 N, 161.5974 E
26.6444 N, 173.9464 W
11.3448 S, 67.5863 E
42.9617 N, 19.3378 W
57.0447 N, 19.1637 E
71.1196 S, 119.2278 E
51.5056 N, 88.9343 W
46.6269 S, 134.5771 W
19.2954 S, 156.3410 E
52.2941 S, 103.3574 E
75.0140 S, 24.3311 W
44.9987 N, 6.6667 W
72.8885 N, 136.6777 W
61.3560 S, 0.3574 E
40.3940 N, 56.0097 W
50.2406 S, 130.2149 E
63.1103 N, 122.6374 W
34.0563 S, 155.6967 W
39.3608 S, 168.8473 E
61.5058 N, 0.5090 W
35.2825 N, 106.1584 W
58.8788 N, 84.6351 W
44.7823 S, 138.1569 E
74.5159 N, 17.1688 W
46.7789 N, 32.5250 E
77.3194 S, 38.4585 E
60.1774 S, 8.6793 W
2.6951 N, 67.7962 W
89.9140 N, 114.0392 E
61.0066 N, 73.6423 E
34.2536 S, 160.0403 E
42.7854 S, 31.9121 E
12.0221 S, 95.8337 W
63.7769 N, 26.6264 W
62.9649 S, 103.1606 E
20.1741 S, 84.8582 E
31.3683 S, 51.1115 E
40.1625 N, 99.6539 E
0.0176 N, 103.0008 E
34.5952 N, 51.4392 E
81.4435 N, 43.8930 E
29.2893 S, 148.9366 W
88.7997 N, 127.1301 E
46.5937 N, 12.0101 W
25.3541 N, 4.5861 E
24.3618 S, 98.7213 E
5.3380 N, 167.5859 W
73.2012 S, 116.0107 E
17.9893 N, 168.4728 W
18.5093 S, 101.4210 E
16.8921 S, 73.8255 W
85.2833 S, 28.4345 E
29.6685 S, 2.4781 E
31.9466 S, 124.9036 E
29.9894 N, 6.4445 E
78.8358 N, 13.1951 E
43.7539 N, 67.1731 W
29.1549 S, 134.8568 W
40.3855 N, 34.1175 E
29.0171 S, 121.9322 W
10.5333 N, 31.6728 E
33.2213 S, 59.9442 E
13.0034 N, 25.4889 W
56.7441 S, 130.1999 W
70.8558 S, 62.3738 E
46.2073 S, 35.3692 W
68.2032 S, 13.5944 E
89.8498 N, 48.2656 E
19.9959 N, 89.7078 W
38.0780 S, 61.4450 E
52.2953 N, 114.1110 E
11.7977 S, 44.9968 E
5.9933 N, 97.1691 E
80.8429 S, 90.8266 W
12.2288 N, 116.0193 W
89.2026 N, 159.6660 E
23.4601 N, 179.7330 W
14.3431 S, 58.3897 W
36.4696 N, 66.2598 E
72.4081 S, 6.7144 E
8.3887 N, 56.7264 E
71.5093 N, 54.3211 W
61.5330 N, 0.9793 E
54.4425 S, 70.4984 W
72.4692 N, 3.5792 E
25.0857 N, 104.7996 E
75.1803 N, 72.1417 W
10.5051 N, 63.9080 W
88.7629 S, 134.8199 W
12.6230 S, 92.6342 W
56.0165 N, 141.6082 E
85.1412 N, 172.3202 W
87.7382 N, 66.4030 W
15.7262 S, 82.0071 W
62.2821 S, 33.8277 E
23.2019 N, 84.0521 W
26.5992 S, 7.1125 E
52.7977 N, 132.6362 W
79.6023 N, 65.3466 E
35.9917 S, 42.5406 E
24.5042 S, 127.7254 W
58.8450 N, 22.4346 E
42.6352 N, 127.8018 W
8.3388 N, 178.6062 E
19.8329 S, 164.5176 E
79.9235 N, 129.6340 W
80.4294 S, 57.2785 W
24.4156 S, 118.6269 E
30.9173 S, 14.9677 W
49.3670 N, 53.9794 E
30.8773 S, 159.4469 W
13.3430 N, 32.0369 W
66.5179 N, 156.9367 E
58.3906 N, 76.6550 E
76.5458 N, 18.2194 W
69.2745 N, 95.8686 W
66.1545 S, 96.1401 W
62.3451 S, 172.6059 E
71.7569 S, 86.4568 E
30.9242 S, 166.2049 E
56.5947 N, 119.1988 E
9.7035 N, 41.9583 W
61.7728 S, 165.0142 W
73.8332 N, 98.7492 E
32.4078 S, 109.1739 E
70.4896 N, 158.0164 E
52.1340 S, 26.6140 E
34.9319 N, 71.1595 E
57.9478 N, 87.3715 W
30.7354 N, 129.8642 E
20.6717 S, 109.9222 W
77.2692 S, 5.3077 E
61.0576 S, 56.5160 E
73.3745 S, 37.9280 W
58.2149 S, 179.3350 W
22.5511 S, 175.0093 W
36.4857 N, 9.3107 E
68.2899 N, 131.1034 W
60.1328 N, 149.8986 E
19.9767 S, 59.2906 E
61.8259 S, 121.2109 E
38.7986 N, 32.5317 E
25.9413 N, 20.4808 W
1.5516 N, 73.0241 W
14.8758 N, 100.1034 E
38.7644 S, 27.5522 W
19.8888 S, 52.7761 E
61.3831 S, 121.7963 E
8.4585 N, 20.5433 E
4.0591 N, 108.2486 E
41.0170 S, 84.5958 W
31.4879 S, 118.8883 W
84.1452 S, 63.5410 E
77.0373 S, 76.9781 W
66.8665 N, 102.5879 W
11.5281 N, 135.0397 W
14.6767 S, 117.6846 W
7.6546 N, 18.1908 E
61.7071 N, 5.2746 E
73.0477 S, 159.9818 E
86.6589 N, 114.5824 E
37.9989 S, 24.7608 E
44.3038 S, 150.8619 E
49.0253 S, 19.2706 W
7.0213 S, 86.1627 E
63.2214 N, 179.7631 E
32.1385 N, 45.0530 W
7.7447 S, 83.1455 E
12.2724 N, 0.5531 W
31.1611 S, 50.5847 E
21.1676 S, 131.5455 W
72.4632 N, 20.0524 W
14.1139 S, 41.9458 E
32.9978 S, 6.5288 E
50.6950 N, 20.1500 E
88.1824 N, 82.1035 E
82.1690 N, 17.6345 W
31.8905 S, 70.5733 E
26.3172 N, 99.1955 E
69.9814 S, 75.5536 E
61.9535 N, 57.9026 W
38.2639 N, 37.9479 W
47.0054 S, 160.6601 W
83.8313 S, 123.4996 W
16.5729 S, 139.6147 W
85.7284 N, 147.7761 E
63.3302 N, 44.6051 W
58.5849 S, 70.9566 W
19.0033 S, 132.5259 W
2.4753 S, 13.4104 W
56.4380 S, 179.6017 W
41.6321 S, 157.8130 W
30.2416 N, 44.0568 E
87.5450 S, 65.0471 W
41.5666 S, 38.3151 W
56.1921 N, 115.1321 E
84.9449 S, 21.9877 E
10.6985 N, 174.1014 E
8.7025 S, 70.2135 W
17.6403 N, 108.7055 E
61.9909 N, 94.0091 E
69.4963 N, 23.7880 E
19.5161 N, 61.6661 E
16.7228 N, 76.5474 E
8.0838 N, 9.2312 W
45.2578 S, 151.2180 W
51.0339 N, 28.8453 W
59.3981 N, 39.5058 E
39.6450 S, 103.8173 W
28.0099 S, 152.8254 E
23.2969 S, 19.9825 E
19.7050 N, 108.5761 W
11.5439 S, 176.3442 E
56.5642 N, 144.9948 W
49.1644 S, 157.3300 W
0.6945 S, 34.5504 W
66.8001 N, 178.6341 W
51.8108 N, 116.5235 W
28.8228 S, 150.4392 E
23.3667 S, 87.9810 E
64.6455 N, 112.8164 E
27.6470 N, 83.7851 E
33.7523 N, 0.0092 W
52.7670 S, 145.3001 W
65.9673 S, 147.0389 E
87.3490 S, 138.7899 E
35.5478 N, 118.3038 E
10.5315 S, 123.8200 E
53.3946 N, 122.2208 W
2.7625 N, 99.6540 E
34.4167 S, 41.8756 E
42.4549 S, 11.2479 E
26.0667 N, 169.8272 E
75.2284 S, 32.3776 W
53.9891 S, 84.6074 E
53.6283 S, 161.9281 W
34.8235 N, 146.0293 E
3.0094 N, 46.5729 W
44.6862 N, 141.0210 E
84.9175 S, 149.1236 E
14.1983 S, 85.7914 E
46.0168 S, 49.1559 W
52.2181 N, 141.5233 E
82.0816 S, 112.5358 W
46.6406 N, 107.1505 E
48.1617 S, 138.7081 W
75.2484 N, 46.4533 E
14.6115 N, 99.4508 W
61.0687 S, 158.7302 E
